endToEndDelay:vector projectphase3.H2.app[1] (#0 - Exp2DropTailWithPolicingAndShaping-0-20250330-01:11:38-15176),
925.7124334,12.15958874
926.6142944,2.501449754
929.3666834,12.29383874
929.9357944,5.542949754
931.9509334,12.23808874
932.8002944,8.087449754
933.3352944,8.542449754
934.6386834,11.80583874
935.2254334,11.99258874
935.6647944,10.63194975
936.4672944,11.31444975
936.9666834,1.05383874
938.1579334,1.96508874
938.7446834,2.43183874
939.4472944,13.85444975
940.2470184,3.574173747
941.2771834,4.36433874
941.6784334,4.68558874
942.3169334,5.16408874
942.7181834,5.48533874
943.7061834,6.23333874
944.1074334,6.55458874
944.5086834,17.39583874
944.9099334,7.15708874
945.4449334,7.57208874
950.0736834,11.00083874
951.0314334,10.91858874
951.4326834,11.07983874
951.8856834,11.01283874
952.8864334,21.53358874
953.2876834,21.53483874
954.4309334,10.19808874
954.8321834,10.19933874
955.2334334,20.52058874
956.0056834,10.33283874
956.5406834,10.58783874
957.3129334,10.76008874
957.7141834,10.92133874
958.3009334,11.06808874
959.2371834,11.40433874
959.6384334,11.56558874
960.0396834,11.72683874
960.9759334,12.06308874
961.6359334,11.80308874
962.0371834,12.08433874
963.0136834,11.78083874
963.4149334,11.86208874
964.351195,12.43835036
964.7524334,12.51958874
965.1536834,12.52083874
965.5549334,12.52208874
967.3366834,12.34383874
967.7379334,12.50508874
968.2729334,12.52008874
969.1486834,12.35583874
969.5499334,12.35708874
970.5379334,12.34508874
970.9391834,12.34633874
972.2894334,11.77658874
972.6906834,12.01783874
973.0919334,12.09908874
973.7304334,12.05758874
974.1316834,12.13883874
974.6666834,12.31383874
975.4691834,12.31633874
975.8704334,12.31758874
976.4054334,12.29258874
976.9921834,12.23933874
978.2906834,11.97783874
978.6919334,12.13908874
979.2786834,12.08583874
979.6799334,12.04708874
980.2149334,12.22208874
981.1511834,12.39833874
981.5524334,12.47958874
981.9536834,12.48083874
982.4886834,12.49583874
982.8899334,12.45708874
983.6924334,12.73958874
984.1454334,12.95258874
984.6804334,13.04758874
985.0816834,13.04883874
986.3284334,12.73558874
986.9151834,12.64233874
988.3689334,11.89608874
988.9556834,12.16283874
989.8831834,11.97033874
991.5829334,11.51008874
991.9841834,11.51133874
992.5191834,11.48633874
993.3216834,11.48883874
993.9084334,11.39558874
994.9179334,11.16508874
996.2896834,10.73683874
996.8246834,10.83183874
997.6271834,10.99433874
998.1621834,11.24933874
998.7489334,11.47608874
999.1501834,11.55733874
999.6549334,11.50208874
1000.457433,11.74458874
1001.333183,11.66033874
1002.868933,11.39608874
1003.455683,11.34283874
1004.042433,11.24958874
1004.577433,11.34458874
1005.957933,11.40508874
1006.359183,11.64633874
1006.760433,11.80758874
1007.607433,5.21458874
1010.411433,7.73858874
1011.928933,11.57608874
1012.533933,9.62108874
1015.312683,1.71983874
1015.751933,12.55908874
1016.226433,12.99358874
1017.202933,12.41008874
1017.604183,3.49133874
1018.005433,3.81258874
1026.180183,9.66733874
1026.581433,9.78858874
1027.116433,9.76358874
1027.517683,9.84483874
1028.289933,10.01708874
1028.691183,10.17833874
1029.381433,10.26858874
1029.782683,10.42983874
1030.421183,20.54833874
1031.542933,20.91008874
1032.470433,10.99758874
1033.057183,11.14433874
1033.859683,11.50683874
1034.394683,11.64183874
1034.981433,11.82858874
1035.382683,11.98983874
1036.340433,12.22758874
1037.392933,11.72008874
1037.927933,11.73508874
1038.329183,11.73633874
1039.265433,11.91258874
1039.666683,11.91383874
1040.067933,11.91508874
1040.469183,12.15633874
1041.344933,11.91208874
1041.746183,11.99333874
1042.281183,11.96833874
1043.083683,12.05083874
1043.773933,12.22108874
1044.175183,12.22233874
1044.761933,12.24908874
1045.421933,11.82908874
1047.164683,11.25183874
1047.565933,11.49308874
1048.502183,11.82933874
1048.903433,11.91058874
1049.304683,11.91183874
1049.839683,11.88683874
1050.247018,11.89417375
1051.043433,11.89058874
1052.186683,11.83383874
1053.010683,11.65783874
1053.545683,11.67283874
1055.186933,1.99408874
1056.032433,2.75958874
1057.005683,11.73283874
1058.015183,11.98233874
1058.465433,4.95258874
1058.939933,5.38708874
1059.887683,12.29483874
1061.208933,7.45608874
1061.678183,12.24533874
1062.278933,8.36608874
1062.717933,12.08508874
1065.246933,11.01408874
1067.116673,1.923828854
1068.052923,2.620078854
1072.876433,18.00358874
1073.328923,6.976078854
1074.265173,16.67232885
1075.201423,8.408578854
1075.736423,8.823578854
1077.121433,21.24858874
1077.703673,10.43082885
1078.238673,10.84582885
1079.041173,11.24832885
1079.731423,11.25857885
1080.132673,11.33982885
1080.537781,11.42493651
1081.068923,11.63607885
1081.871423,11.91857885
1082.406423,12.13357885
1082.807673,22.61482885
1083.208923,12.45607885
1083.981173,23.26832885
1084.567935,12.81509047
1085.525673,12.73282885
1086.060673,12.70782885
1086.772423,12.21957885
1087.225423,12.15257885
1088.161673,12.40882885
1088.933923,12.54107885
1089.335173,12.54232885
1089.736423,12.54357885
1090.388927,12.39608253
1090.909923,12.39707885
1091.311173,12.63832885
1092.186923,12.31407885
1093.196423,12.00357885
1093.597673,11.96482885
1093.998923,11.96607885
1096.298173,11.14532885
1096.884923,11.25207885
1098.657923,10.82507885
1099.162673,10.76982885
1100.223923,10.51107885
1100.758923,10.52607885
1101.160173,10.52732885
1102.519173,10.68632885
1103.209423,10.65657885
1103.610673,10.65782885
1104.611423,10.41857885
1106.280923,10.48807885
1106.682173,10.48932885
1107.618423,10.82557885
1108.390673,10.99782885
1108.774933,3.62208874
1109.193173,11.32032885
1110.068923,11.23607885
1112.252433,6.57958874
1112.696173,10.82332885
1113.231173,10.99832885
1114.404673,11.17182885
1114.939673,11.50682885
1115.444933,9.37208874
1116.009673,11.65682885
1116.491933,10.29908874
1118.270506,1.637660911
1118.717933,12.28508874
1119.192433,12.71958874
1120.141433,13.58858874
1121.090433,14.45758874
1124.386433,17.35358874
1125.809933,18.65708874
1126.248006,8.055160911
1126.783006,8.470160911
1129.794006,20.76116091
1130.329006,10.41616091
1132.503256,10.35041091
1132.904506,10.51166091
1133.491256,10.73841091
1134.768256,10.65541091
1135.777756,10.58491091
1136.312756,10.59991091
1137.538006,10.74516091
1138.362006,10.92916091
1138.866756,10.99391091
1139.803006,11.33016091
1140.627006,11.47416091
1141.977256,11.26441091
1142.378506,11.42566091
1142.779756,11.58691091
1144.397506,11.16466091
1145.036006,11.24316091
1145.437256,11.32441091
1146.313006,11.24016091
1146.848006,11.33516091
1147.538256,11.14541091
1148.414006,11.10116091
1148.815256,11.18241091
1149.453756,11.26091091
1149.855006,11.26216091
1150.761006,11.16816091
1151.162256,11.32941091
1152.193256,11.32041091
1153.647006,10.65416091
1154.048256,10.85541091
1154.811756,10.73891091
1155.213006,10.82016091
1155.748006,10.83516091
1156.550506,11.07766091
1157.316933,1.08408874
1157.775756,11.18291091
1158.689933,2.25708874
1159.113256,11.48041091
1159.492433,2.93958874
1160.027433,3.39458874
1160.450756,11.65791091
1160.985756,11.67291091
1161.899933,4.98708874
1162.527506,11.77466091
1162.928756,12.01591091
1163.772433,6.57958874
1164.574933,7.26208874
1164.978006,12.42516091
1165.379256,12.50641091
1166.217433,8.66458874
1166.716756,12.92391091
1167.822433,10.02958874
1168.364756,12.61191091
1168.892433,10.93958874
1172.415541,3.142696483
1174.818291,5.185446483
1178.616433,19.50358874
1179.103541,8.750696483
1179.504791,19.59194648
1180.441041,9.768196483
1181.377291,10.46444648
1181.808933,22.29608874
1182.313541,10.56069648
1183.396291,10.64344648
1184.034791,10.72194648
1184.436041,21.92319648
1185.424041,11.11119648
1185.959041,11.28619648
1186.360291,11.36744648
1186.761541,11.52869648
1187.947791,11.47494648
1188.400791,11.52794648
1188.802041,11.68919648
1189.790041,12.07719648
1190.325041,12.13219648
1190.911791,12.07894648
1192.158541,11.56569648
1192.693541,11.58069648
1193.332041,11.41919648
1193.733291,11.66044648
1194.773041,11.90019648
1195.174291,12.06144648
1196.235541,11.64269648
1196.770541,11.73769648
1197.171791,11.73894648
1198.108041,11.83519648
1198.509291,12.07644648
1199.096041,12.30319648
1199.497291,12.46444648
1200.032291,12.55944648
1200.968541,12.57569648
1201.369791,12.57694648
1201.771041,12.65819648
1202.224041,12.55119648
1203.160291,12.64744648
1203.561541,12.80869648
1203.962791,12.96994648
1204.497791,13.14494648
1204.899053,13.1462081
1205.300291,13.14744648
1206.236541,13.28369648
1206.637791,13.28494648
1207.039041,13.28619648
1207.677541,13.28469648
1209.088291,13.37544648
1209.489541,13.37669648
1209.890791,13.37794648
1210.425791,13.39294648
1211.362041,13.36919648
1211.763291,13.45044648
1212.164541,13.45169648
1212.751291,13.35844648
1213.286291,13.37344648
