endToEndDelay:vector projectphase3.H2.app[0] (#0 - Exp1DropTailWithoutPolicingAndShaping-0-20250330-01:17:59-13444),
1106.14085,18.9108162
1107.12885,19.23756228
1107.1806,19.22931228
1108.1686,19.54618803
1108.22035,19.55793803
1108.40585,19.56343803
1108.4576,19.55518803
1108.6431,19.56068803
1108.69485,19.55243803
1108.7466,19.56418803
1108.9321,19.56689023
1108.98385,19.55864023
1109.5706,19.72930183
1111.56535,20.47177836
1111.6171,20.48352836
1111.8026,20.46902836
1111.85435,20.48077836
1112.1736,20.56002836
1112.49285,20.63927836
1112.8121,20.63852836
1112.86385,20.65027836
1113.7181,20.72848003
1113.76985,20.72023003
1113.8216,20.65198003
1113.87335,20.56373003
1113.9251,20.47548003
1113.97685,20.38723003
1114.61535,20.31644323
1114.80085,20.40194323
1114.8526,20.31369323
1115.0381,20.31919323
1115.08985,20.23094323
1115.27535,20.23644323
1115.3271,20.22819323
1115.37885,20.15994323
1115.56435,20.14544323
1117.7561,20.72987412
1118.61035,20.64652585
1118.6621,20.63827585
1118.71385,20.65002585
1118.7656,20.56177585
1118.81735,20.55352585
1118.8691,20.56527585
1119.0546,20.55077585
1119.10635,20.56252585
1120.09435,20.71149511
1120.1461,20.72324511
1120.3316,20.72874511
1120.38335,20.64049511
1120.5876,20.58474511
1120.63935,20.49649511
1120.82485,20.42199511
1120.8766,20.33374511
1121.0621,20.25924511
1121.11385,20.17099511
1121.29935,20.09649511
1122.1536,20.33882937
1123.54285,20.58623439
1127.8746,21.81400184
1128.0601,21.72318125
1128.11185,21.65493125
1128.6986,21.54769789
1130.2216,21.72357603
1130.27335,21.73532603
1130.45885,21.80082603
1130.5106,21.81257603
1130.71485,21.83682603
1130.7666,21.82857603
1131.4871,21.74186077
1131.53885,21.67361077
1131.5906,21.66536077
1131.64235,21.65711077
1134.82285,22.86413812
1134.8746,22.77588812
1135.19385,22.83513812
1135.2456,22.74688812
1135.56485,22.78613812
1135.6166,22.71788812
1135.93585,22.75713812
1136.2551,13.10402053
1136.84185,13.67077053
1137.02735,13.83627053
1137.6141,14.40302053
1137.7176,14.48652053
1138.2741,15.00302053
1138.6451,15.33402053
1138.98585,15.63477053
1140.24135,16.77027053
1147.70685,13.38974244
1147.89235,13.55524244
1148.07785,13.72074244
1148.26335,13.84624244
1148.5826,14.12549244
1148.90185,14.42474244
1149.2211,14.70399244
1149.54035,14.98324244
1149.99335,15.39624244
1150.0451,15.42799244
1151.4746,16.55594044
1151.71185,16.75319044
1152.35035,17.31169044
1154.40835,18.93523685
1154.86135,19.32823685
1155.1806,19.58748685
1155.3661,19.73298685
1155.41785,19.76473685
1155.7371,20.06398685
1155.9226,20.18948685
1156.24185,20.44873685
1156.42735,20.61423685
1157.1996,21.14648685
1157.78635,21.25370444
1157.8381,20.98545444
1157.88985,20.93720444
1160.1851,21.1814572
1160.23685,21.1732072
1160.2886,21.1849572
1160.34035,21.0967072
1160.3921,21.0884572
1161.2651,21.35315354
1161.31685,21.36490354
1161.3686,21.27665354
1161.42035,21.26840354
1161.4721,21.20015354
1162.05885,20.98801018
1162.3781,20.90652581
1162.42985,20.81827581
1162.4816,20.73002581
1162.6671,20.67552581
1162.71885,20.60727581
1162.7706,20.41902581
1162.82235,20.41077581
1163.8621,20.61059331
1163.91385,20.48234331
1163.9656,20.29409331
1166.95985,21.30206047
1167.14535,21.22756047
1167.1971,21.21931047
1167.24885,21.23106047
1169.03935,21.53462728
1173.2561,22.63055835
1173.84285,22.79529145
1173.8946,22.80704145
1173.94635,22.79879145
1174.13185,22.88429145
1174.1836,22.87604145
1174.23535,22.88779145
1174.2871,22.87954145
1175.0076,22.87174715
1175.05935,22.88349715
1177.38485,23.36337319
1177.4366,23.29512319
1177.6221,23.20062319
1177.67385,23.13237319
1178.2606,23.04366144
1181.40735,23.38301092
1181.4591,23.31476092
1181.51085,23.22651092
1182.6326,23.14111493
1182.68435,23.07286493
1184.0736,22.98204324
1184.12535,22.89379324
1184.1771,22.82554324
1187.8926,24.25212952
1187.94435,24.16387952
1188.2636,24.38312952
1188.31535,24.29487952
1188.50085,14.45637458
1188.68635,14.62187458
1189.2731,15.18862458
1189.4586,15.35412458
1190.04535,15.90087458
1193.9556,19.21922722
1194.4086,19.65222722
1196.16885,21.25247722
1196.2206,21.28422722
1197.85085,21.35251595
1201.700611,24.27463952
1203.64635,17.04356036
1203.6981,17.07531036
1209.3801,21.47411902
1209.5656,21.63961902
1209.88485,21.91886902
1210.1221,22.09611902
1210.3076,22.26161902
1213.1566,23.94022653
1213.20835,23.87197653
1213.39385,23.78751766
1214.2481,23.78874755
1217.61335,23.78853133
1218.60135,23.7016624
1218.6531,23.6334124
1218.70485,23.5451624
1218.7566,23.4569124
1221.10085,23.5512219
1223.0251,24.21043973
1223.07685,24.14218973
1223.26235,24.04768973
