endToEndDelay:vector projectphase3.H2.app[1] (#0 - Exp3RoundRobinWithPolicingAndShaping-0-20250330-01:09:53-16808),
295.125376,1.332531386
295.526626,1.573781386
295.927876,1.815031386
296.462876,1.990031386
297.265376,1.992531386
297.666626,1.993781386
298.201626,2.008781386
298.602876,1.210031386
299.539126,0.946281386
299.940376,0.907531386
301.126626,1.533781386
301.527876,1.775031386
301.929126,1.976281386
302.464126,1.591281386
303.266626,1.193781386
303.667876,1.195031386
304.202876,1.210031386
304.604126,1.211281386
305.540376,1.187531386
305.941626,1.188781386
306.860376,1.707531386
307.261626,1.548781386
307.796626,1.203781386
308.197876,1.205031386
309.134126,1.061281386
310.320376,0.807531386
311.372876,1.340031386
311.774126,1.581281386
312.175376,1.782531386
312.710376,1.317531386
313.512876,1.320031386
314.047876,1.335031386
314.449126,1.336281386
315.635376,0.922531386
316.687876,1.335031386
317.089126,1.576281386
317.490376,1.817531386
318.426626,1.593781386
318.827876,1.075031386
319.229126,1.076281386
319.764126,1.051281386
320.165376,1.052531386
321.101626,0.788781386
321.502876,0.790031386
322.689126,1.456281386
323.090376,1.737531386
323.491626,1.978781386
324.026626,2.113781386
324.829126,1.716281386
325.230376,1.597531386
325.765376,1.332531386
326.166626,1.333781386
327.102876,1.190031386
327.504126,1.191281386
328.422876,1.710031386
328.824126,1.791281386
329.359126,1.606281386
329.760376,1.207531386
330.161626,0.928781386
331.097876,0.945031386
331.499126,0.946281386
332.034126,0.921281386
332.435376,0.922531386
333.755376,1.402531386
334.156626,1.683781386
334.557876,1.925031386
335.092876,1.980031386
335.494126,1.981281386
336.296626,1.063781386
336.831626,1.078781386
337.232876,1.080031386
338.552876,1.280031386
338.954126,1.321281386
340.925376,1.132531386
341.326626,1.373781386
341.861626,1.308781386
342.664126,1.071281386
343.199126,1.046281386
343.600376,1.047531386
344.001626,0.928781386
344.937876,0.945031386
345.339126,0.946281386
345.740376,0.907531386
346.926626,1.533781386
347.327876,1.775031386
347.729126,2.016281386
348.264126,2.271281386
348.665376,1.872531386
349.467876,1.595031386
350.002876,1.330031386
350.404126,1.211281386
350.939126,1.066281386
351.741626,1.068781386
352.794126,1.561281386
353.195376,1.842531386
353.596626,2.083781386
354.532876,2.380031386
354.934126,2.381281386
355.335376,2.142531386
355.870376,2.117531386
356.271626,2.118781386
357.074126,1.721281386
357.609126,1.576281386
358.527876,2.095031386
358.929126,2.096281386
359.330376,1.577531386
359.865376,0.912531386
360.801626,0.928781386
361.202876,0.930031386
362.2553876,1.342543006
362.790376,1.677531386
363.191626,1.918781386
364.127876,2.015031386
364.529126,2.016281386
364.930376,1.857531386
365.331626,1.858781386
365.866626,1.873781386
366.669126,1.076281386
367.204126,0.931281386
368.122876,1.410031386
368.524126,1.331281386
368.925376,1.332531386
369.460376,1.187531386
370.262876,0.910031386
370.797876,0.925031386
371.199126,0.926281386
371.734126,0.941281386
373.455376,1.182531386
374.641626,1.048781386
375.042876,1.210031386
375.577876,1.065031386
375.979126,0.946281386
376.897876,1.185031386
377.299126,1.346281386
377.834126,0.921281386
378.636626,0.803781386
379.689126,1.176281386
380.090376,0.937531386
381.009126,1.096281386
382.195376,1.282531386
382.596626,1.523781386
382.997876,1.765031386
383.532876,1.580031386
384.451626,1.018781386
384.852876,0.940031386
385.771626,1.338781386
386.306626,1.673781386
386.707876,1.915031386
387.109126,1.996281386
388.045376,2.012531386
388.446626,1.613781386
388.847876,1.615031386
389.382876,1.470031386
389.784126,1.191281386
390.586626,1.193781386
391.639126,1.726281386
392.040376,1.567531386
392.575376,1.902531386
392.976626,1.983781386
393.912876,2.000031386
394.314126,2.001281386
394.715376,1.722531386
395.116626,1.723781386
395.651626,1.178781386
396.971626,1.338781386
397.372876,1.580031386
397.907876,1.915031386
398.309126,1.996281386
399.245376,1.732531386
399.646626,1.733781386
400.047876,1.735031386
400.449126,1.576281386
401.385376,1.592531386
401.920376,1.207531386
402.839126,1.406281386
403.240376,1.527531386
403.641626,1.768781386
404.176626,1.863781386
404.979126,1.586281386
405.514126,1.481281386
405.915376,1.442531386
406.316626,0.803781386
407.502876,1.270031386
407.904126,1.551281386
408.305376,1.792531386
408.840376,1.847531386
409.642876,1.730031386
410.044126,1.731281386
410.579126,1.586281386
410.980376,1.587531386
411.515376,1.602531386
412.317876,1.045031386
413.504126,1.431281386
413.905376,1.552531386
414.306626,1.713781386
414.841626,1.048781386
415.644126,1.051281386
416.045376,0.812531386
417.097876,0.945031386
417.499126,0.786281386
418.819126,1.426281386
419.220376,1.667531386
419.621626,1.908781386
420.022876,1.990031386
420.959126,2.006281386
421.494126,1.061281386
421.895376,1.062531386
422.296626,1.063781386
422.831626,0.798781386
424.285376,1.332531386
424.820376,1.667531386
425.221626,1.908781386
426.024126,1.311281386
426.559126,1.326281386
426.960376,1.327531386
427.361626,1.328781386
427.896626,1.343781386
428.699126,1.346281386
429.100376,0.907531386
430.152876,1.440031386
430.554126,1.681281386
431.089126,2.016281386
431.891626,2.138781386
432.292876,2.140031386
432.827876,1.715031386
433.229126,1.596281386
433.630376,1.597531386
434.165376,1.612531386
434.967876,1.615031386
436.154126,2.121281386
436.555376,1.962531386
436.956626,2.243781386
437.892876,1.740031386
438.294126,1.341281386
438.695376,0.942531386
439.881626,1.048781386
441.317876,1.125031386
441.852876,1.460031386
442.254126,1.461281386
442.655376,1.462531386
443.591626,1.478781386
443.992876,1.200031386
444.394126,1.201281386
444.929126,1.176281386
445.330376,1.057531386
446.132876,0.940031386
447.185376,1.312531386
447.586626,1.553781386
447.987876,1.475031386
448.924126,1.211281386
449.325376,1.212531386
449.726626,0.933781386
450.645376,1.252531386
451.180376,1.187531386
451.982876,1.190031386
452.517876,1.205031386
452.919126,1.206281386
453.320376,1.047531386
453.855376,1.062531386
454.657876,1.065031386
455.059126,1.066281386
456.111626,1.358781386
456.512876,1.600031386
456.914126,1.601281386
457.850376,1.577531386
458.251626,1.578781386
458.652876,1.340031386
459.187876,1.315031386
459.589126,1.316281386
460.391626,1.318781386
460.926626,1.333781386
462.112876,1.560031386
462.514126,1.841281386
462.915376,1.882531386
463.851626,1.578781386
464.252876,1.580031386
464.654126,1.341281386
465.189126,1.076281386
465.590376,0.797531386
466.392876,0.800031386
466.927876,0.775031386
467.846626,1.373781386
468.247876,1.655031386
468.782876,1.950031386
469.184126,2.111281386
469.986626,1.473781386
470.5377811,1.464936514
470.922876,1.210031386
471.457876,1.065031386
472.260376,0.787531386
472.795376,0.802531386
473.714126,1.401281386
474.115376,1.202531386
475.167876,1.175031386
475.702876,1.510031386
476.104126,1.591281386
477.040376,0.807531386
478.092876,1.180031386
478.494126,1.421281386
479.029126,1.596281386
479.430376,1.597531386
480.2470184,1.094173747
481.151626,0.958781386
481.552876,1.080031386
483.274126,1.321281386
483.675376,1.602531386
484.210376,1.897531386
484.611626,1.978781386
485.414126,1.981281386
485.949126,1.476281386
486.350376,1.317531386
486.751626,1.318781386
487.286626,1.333781386
488.089126,1.336281386
489.275376,1.842531386
489.676626,1.923781386
490.077876,2.165031386
491.014126,2.541281386
491.415376,2.542531386
491.950376,2.277531386
492.351626,1.878781386
492.752876,1.720031386
493.287876,1.735031386
494.090376,1.737531386
495.009126,1.696281386
495.544126,1.871281386
495.945376,1.952531386
496.346626,2.113781386
496.881626,2.008781386
497.684126,1.851281386
498.085376,1.852531386
498.620376,1.867531386
499.021626,1.868781386
499.957876,1.725031386
500.876626,2.243781386
501.277876,2.245031386
501.812876,2.340031386
502.615376,2.782531386
503.150376,2.797531386
503.551626,1.718781386
503.952876,1.720031386
504.889126,1.736281386
506.075376,0.802531386
506.610376,0.777531386
507.011626,0.778781386
507.930376,1.337531386
508.331626,1.578781386
508.866626,1.913781386
509.267876,1.995031386
510.204126,2.011281386
510.605376,2.012531386
511.140376,1.867531386
511.541626,1.868781386
511.942876,1.870031386
512.879126,1.206281386
513.797876,1.725031386
514.199126,1.726281386
514.734126,2.061281386
515.135376,2.302531386
515.536626,2.263781386
516.472876,1.880031386
516.874126,1.721281386
517.275376,1.722531386
517.810376,1.737531386
518.211626,1.178781386
519.531626,1.338781386
520.066626,1.673781386
520.467876,1.915031386
521.404126,1.331281386
521.805376,0.812531386
522.724126,1.091281386
523.259126,0.786281386
524.962876,1.330031386
525.364126,1.051281386
526.684126,1.131281386
527.085376,1.372531386
527.620376,1.467531386
528.021626,1.468781386
528.957876,1.445031386
529.359126,1.446281386
529.760376,1.207531386
530.161626,0.928781386
531.097876,0.945031386
531.632876,0.920031386
532.551626,1.438781386
532.952876,1.680031386
533.354126,1.921281386
533.889126,2.256281386
534.691626,1.338781386
535.226626,1.313781386
535.631876,1.319031386
536.029126,1.076281386
536.965376,0.932531386
537.366626,0.933781386
538.419126,1.426281386
538.954126,1.761281386
539.355376,1.882531386
539.756626,1.723781386
540.291626,1.738781386
541.227876,1.595031386
541.629126,1.476281386
542.030376,1.477531386
542.565376,1.212531386
542.966626,1.213781386
544.286626,1.453781386
544.821626,1.788781386
545.222876,2.030031386
546.025376,2.272531386
546.560376,1.847531386
546.961626,1.848781386
547.362876,1.610031386
547.897876,1.585031386
548.700376,1.587531386
549.101626,1.468781386
550.154126,1.961281386
550.555376,1.962531386
551.090376,1.977531386
551.892876,1.980031386
552.294126,1.861281386
552.829126,1.716281386
553.230376,1.717531386
553.631626,1.718781386
554.166626,1.733781386
554.969126,1.576281386
556.155376,1.962531386
556.556626,1.763781386
556.957876,2.005031386
557.894126,1.741281386
558.295376,1.742531386
558.696626,1.743781386
559.231626,1.718781386
559.632876,1.600031386
560.569126,1.576281386
560.970376,1.577531386
561.889126,2.096281386
562.424126,1.991281386
562.825376,2.232531386
563.761626,2.808781386
564.162876,2.810031386
564.564126,2.811281386
564.965376,2.812531386
565.500376,2.787531386
566.302876,2.670031386
566.837876,2.685031386
567.756626,2.363781386
568.157876,1.965031386
568.559126,2.126281386
569.094126,2.461281386
569.495376,2.542531386
570.297876,2.265031386
570.832876,2.280031386
571.234126,2.121281386
571.769126,1.456281386
572.571626,1.458781386
573.757876,1.965031386
574.159126,1.766281386
574.560376,2.007531386
575.095376,2.262531386
575.496626,2.263781386
576.432876,2.280031386
576.834126,2.281281386
577.235376,2.122531386
577.636626,2.123781386
578.171626,2.138781386
579.491626,2.498781386
579.892876,2.500031386
580.427876,2.515031386
581.364126,2.971281386
581.765376,2.012531386
582.166626,1.733781386
582.701626,1.748781386
583.102876,1.710031386
583.905376,1.072531386
584.440376,0.927531386
585.359126,1.446281386
585.760376,1.687531386
586.161626,1.928781386
586.696626,2.263781386
587.499126,2.146281386
588.034126,2.121281386
588.435376,2.122531386
588.836626,2.123781386
589.371626,1.738781386
590.174126,1.581281386
591.226626,1.713781386
591.627876,1.675031386
592.564126,1.611281386
592.965376,1.612531386
593.366626,1.213781386
593.767876,0.935031386
594.820376,1.307531386
595.221626,1.548781386
595.631876,1.719031386
596.024126,1.711281386
596.559126,1.726281386
597.361626,1.728781386
598.547876,1.355031386
598.949126,1.636281386
599.350376,1.877531386
599.885376,1.852531386
600.821626,1.868781386
601.222876,1.870031386
602.141626,1.068781386
602.5428876,1.190043006
603.729126,1.256281386
604.130376,1.497531386
604.531626,1.338781386
605.066626,0.793781386
606.119126,1.326281386
606.520376,1.207531386
607.055376,1.182531386
607.857876,1.065031386
608.259126,0.786281386
608.794126,0.801281386
609.846626,1.013781386
610.247876,1.175031386
610.782876,1.190031386
612.370376,1.297531386
612.771626,1.538781386
613.172876,1.340031386
613.707876,1.315031386
614.510376,1.317531386
615.045376,1.332531386
615.446626,1.333781386
616.382876,0.790031386
617.569126,0.936281386
618.487876,1.095031386
619.022876,1.310031386
619.424126,1.071281386
620.226626,0.793781386
620.761626,0.808781386
621.832876,1.240031386
622.367876,1.055031386
622.769126,1.056281386
623.705376,1.072531386
624.106626,0.793781386
625.426626,1.153781386
625.827876,1.315031386
626.229126,1.316281386
627.165376,1.212531386
627.566626,1.213781386
627.967876,1.175031386
628.502876,0.910031386
628.904126,0.911281386
629.706626,0.913781386
630.892876,1.340031386
631.427876,1.635031386
631.829126,1.316281386
632.230376,1.317531386
633.166626,1.213781386
633.567876,1.055031386
633.969126,0.936281386
634.389126,0.796281386
634.924126,0.811281386
635.842876,1.250031386
636.244126,1.051281386
637.430376,1.437531386
637.831626,1.678781386
638.232876,1.920031386
638.767876,1.615031386
639.570376,1.457531386
639.971626,1.458781386
640.506626,1.473781386
640.907876,1.195031386
641.442876,0.930031386
642.245376,0.932531386
643.164126,1.451281386
643.699126,1.786281386
644.100376,2.027531386
644.501626,2.268781386
645.036626,1.723781386
645.839126,1.446281386
646.757876,1.085031386
648.077876,1.245031386
648.479126,1.446281386
649.014126,1.061281386
649.415376,0.942531386
650.467876,1.235031386
651.002876,1.570031386
651.404126,1.731281386
651.939126,1.746281386
652.741626,0.788781386
653.142876,0.790031386
653.677876,0.805031386
654.596626,0.803781386
655.515376,1.202531386
655.916626,0.803781386
656.835376,1.042531386
657.370376,0.937531386
658.556626,0.803781386
659.609126,0.776281386
660.010376,0.777531386
660.411626,0.778781386
661.464126,1.071281386
662.516626,1.323781386
662.917876,1.525031386
663.452876,1.860031386
663.854126,1.741281386
664.790376,1.077531386
665.191626,1.078781386
665.592876,1.080031386
666.511626,1.358781386
667.046626,1.653781386
667.447876,1.895031386
668.384126,1.991281386
668.785376,1.992531386
669.837876,1.245031386
670.3889271,1.196082532
670.774126,0.941281386
671.692876,1.340031386
672.227876,1.675031386
672.629126,1.916281386
673.565376,2.012531386
673.966626,1.733781386
674.367876,1.615031386
674.769126,0.936281386
675.821626,1.068781386
676.222876,0.790031386
677.275376,1.242531386
678.461626,0.788781386
679.514126,1.201281386
679.915376,1.442531386
680.450376,1.577531386
682.171626,1.098781386
682.572876,1.180031386
683.107876,1.195031386
683.509126,1.076281386
685.096626,1.143781386
685.497876,1.065031386
685.899126,1.066281386
686.434126,1.041281386
687.236626,0.803781386
688.422876,1.270031386
688.824126,1.511281386
689.225376,1.592531386
689.626626,1.593781386
690.161626,0.808781386
691.080376,1.087531386
691.615376,0.942531386
692.016626,0.943781386
692.417876,0.945031386
693.354126,0.921281386
693.755376,0.802531386
694.156626,0.803781386
694.691626,0.778781386
695.092876,0.780031386
696.565376,1.332531386
697.100376,1.667531386
697.501626,1.748781386
698.437876,0.805031386
698.839126,0.806281386
699.240376,0.807531386
700.958876,1.286031386
701.360126,1.527281386
701.761376,1.608531386
702.296376,1.583531386
703.098876,1.586031386
703.633876,1.201031386
704.686376,1.333531386
705.087626,1.574781386
705.488876,1.816031386
706.023876,1.991031386
706.826376,1.993531386
707.361376,2.008531386
707.762626,1.849781386
708.163876,1.851031386
708.698876,1.586031386
709.501376,1.468531386
710.687626,1.974781386
711.088876,1.976031386
711.623876,2.031031386
712.025126,1.312281386
712.827626,0.914781386
714.013876,1.181031386
714.415126,1.422281386
714.816376,1.343531386
715.351376,1.318531386
716.153876,1.321031386
716.688876,1.056031386
717.090126,1.057281386
717.491376,1.058531386
718.811376,1.418531386
719.212626,1.659781386
719.613876,1.901031386
720.148876,1.716031386
721.085126,1.212281386
721.486376,1.213531386
721.887626,0.774781386
722.422626,0.789781386
723.4751376,1.202293006
723.876376,1.043531386
724.411376,1.058531386
724.812626,1.059781386
725.213876,0.941031386
726.150126,0.917281386
726.551376,0.918531386
727.871376,1.358531386
728.272626,1.599781386
728.673876,1.881031386
729.075126,1.882281386
729.610126,1.577281386
730.412626,1.579781386
730.947626,1.594781386
731.348876,1.596031386
731.883876,1.611031386
732.686376,1.333531386
733.605126,1.852281386
734.140126,1.907281386
734.541376,2.188531386
735.477626,1.204781386
735.878876,0.806031386
736.797626,1.204781386
737.198876,1.446031386
737.733876,1.581031386
738.652626,1.299781386
739.053876,1.541031386
739.455126,1.782281386
739.990126,1.717281386
740.926376,1.733531386
741.327626,1.734781386
741.728876,1.336031386
742.130126,1.057281386
742.665126,0.792281386
744.118876,1.246031386
744.653876,1.581031386
745.055126,1.742281386
745.991376,1.598531386
746.392626,1.479781386
746.793876,1.481031386
747.328876,1.056031386
747.730126,1.057281386
748.532626,0.939781386
749.067626,0.794781386
749.986376,1.353531386
750.3889271,1.596082532
750.922626,1.609781386
751.725126,1.212281386
752.260126,0.907281386
752.661376,0.788531386
753.062626,0.789781386
753.597626,0.804781386
754.400126,0.807281386
754.801376,0.808531386
755.853876,1.421031386
756.255126,1.662281386
756.656376,1.903531386
757.592626,1.879781386
757.993876,1.481031386
758.395126,1.442281386
758.930126,1.457281386
759.331376,1.458531386
760.267626,1.474781386
760.668876,1.076031386
761.587626,1.394781386
762.122626,1.529781386
762.523876,1.211031386
762.925126,1.212281386
764.111376,1.358531386
764.512626,1.479781386
764.913876,1.721031386
765.448876,1.736031386
766.251376,1.578531386
766.652626,1.179781386
767.187626,1.074781386
767.588876,1.076031386
768.525126,0.932281386
769.711376,1.358531386
770.2470184,1.654173747
770.647626,1.894781386
771.182626,1.709781386
771.985126,1.472281386
772.386376,0.913531386
772.921376,0.928531386
773.322626,0.929781386
774.258876,0.946031386
775.311376,1.278531386
775.712626,1.519781386
776.247626,1.854781386
776.648876,1.856031386
777.451376,1.578531386
777.986376,1.593531386
778.387626,1.594781386
778.788876,1.316031386
779.323876,1.331031386
779.725126,1.332281386
781.178876,1.586031386
781.580126,1.387281386
783.167626,1.414781386
783.568876,1.656031386
783.970126,1.897281386
784.505126,1.472281386
